"Model","Simulation","Sample_Size","N_False_Covariates","Covariate","True_Effect","Estimate","SE","p_value","Significant","RMSE_data","RMSE_latent"
"Covariate_Only",4,50,3,"real",1,1.11838656922523,0.253487305877444,6.3246220502715e-05,TRUE,0.319689298406503,0.212549587260459
"Covariate_Only",4,50,3,"false_1",0,-0.431980009359032,0.245649312640725,0.085457891551139,FALSE,0.319689298406503,0.212549587260459
"Covariate_Only",4,50,3,"false_2",0,0.260239356233783,0.267593127221882,0.335991293925818,FALSE,0.319689298406503,0.212549587260459
"Covariate_Only",4,50,3,"false_3",0,-0.275239647920656,0.219547535785508,0.216437017173736,FALSE,0.319689298406503,0.212549587260459
"VAST_GMRF",4,50,3,"real",1,0.921610386064324,0.298570795699999,0.00202364585729597,TRUE,0.333389721246172,0.244293371688877
"VAST_GMRF",4,50,3,"false_1",0,-0.192392585143229,0.323302596559524,0.551786531799525,FALSE,0.333389721246172,0.244293371688877
"VAST_GMRF",4,50,3,"false_2",0,0.217788508144834,0.294296493605235,0.459281226292757,FALSE,0.333389721246172,0.244293371688877
"VAST_GMRF",4,50,3,"false_3",0,-0.131016237486024,0.25308061154926,0.604677511068126,FALSE,0.333389721246172,0.244293371688877
"VAST_RSR",4,50,3,"real",1,1.11838656922523,0.235623546139043,2.06969296590032e-06,TRUE,0.319689298406503,0.212549587260459
"VAST_RSR",4,50,3,"false_1",0,-0.431980009359032,0.228337912033394,0.0585115934955153,FALSE,0.319689298406503,0.212549587260459
"VAST_RSR",4,50,3,"false_2",0,0.260239356233782,0.248735301912672,0.295445537077834,FALSE,0.319689298406503,0.212549587260459
"VAST_RSR",4,50,3,"false_3",0,-0.275239647920657,0.204075579835467,0.17742875825522,FALSE,0.319689298406503,0.212549587260459
"VAST_Selected",4,50,3,"real",1,1.27846938111252,0.189373304940063,1.4677481452452e-11,TRUE,0.33734393159078,0.237406332685341
"Covariate_Only",5,50,3,"real",1,0.870832125154421,0.204230314037146,0.000101599920203473,TRUE,0.256368171791021,0.184821255391956
"Covariate_Only",5,50,3,"false_1",0,0.365790310867789,0.158480982574673,0.0256455701257607,TRUE,0.256368171791021,0.184821255391956
"Covariate_Only",5,50,3,"false_2",0,0.112195662990336,0.218363952868873,0.609904839198329,FALSE,0.256368171791021,0.184821255391956
"Covariate_Only",5,50,3,"false_3",0,0.112118404214598,0.196481659677325,0.571088846218867,FALSE,0.256368171791021,0.184821255391956
"VAST_GMRF",5,50,3,"real",1,0.964717715444591,0.243519434624505,7.44605581075586e-05,TRUE,0.262478911458404,0.191750874190776
"VAST_GMRF",5,50,3,"false_1",0,0.202986406240883,0.377117580967566,0.590399215060944,FALSE,0.262478911458404,0.191750874190776
"VAST_GMRF",5,50,3,"false_2",0,-0.00829128893571952,0.308245614080896,0.978540834075892,FALSE,0.262478911458404,0.191750874190776
"VAST_GMRF",5,50,3,"false_3",0,0.0605285502687015,0.234937014372917,0.796686799860771,FALSE,0.262478911458404,0.191750874190776
"VAST_RSR",5,50,3,"real",1,0.870832125154422,0.168057761557598,2.19821993718838e-07,TRUE,0.256368171791021,0.184821255391956
"VAST_RSR",5,50,3,"false_1",0,0.365790310867789,0.130411390231246,0.0050332908112235,TRUE,0.256368171791021,0.184821255391956
"VAST_RSR",5,50,3,"false_2",0,0.112195662990336,0.179688100158025,0.532370722966973,FALSE,0.256368171791021,0.184821255391956
"VAST_RSR",5,50,3,"false_3",0,0.112118404214598,0.161681521512458,0.488025823305253,FALSE,0.256368171791021,0.184821255391956
"VAST_Selected",5,50,3,"real",1,0.707489411545303,0.141770761528839,6.02618625222817e-07,TRUE,0.272639840387154,0.200280903527064
"Covariate_Only",6,50,3,"real",1,1.11389462142478,0.232031554771837,1.78127720099127e-05,TRUE,0.246039184648517,0.165819735287193
"Covariate_Only",6,50,3,"false_1",0,-0.00627884362837144,0.164646616792421,0.969748509607684,FALSE,0.246039184648517,0.165819735287193
"Covariate_Only",6,50,3,"false_2",0,-0.218945860959655,0.157778350581768,0.172068059431091,FALSE,0.246039184648517,0.165819735287193
"Covariate_Only",6,50,3,"false_3",0,0.106168953829746,0.231515233735058,0.648740838441439,FALSE,0.246039184648517,0.165819735287193
"VAST_GMRF",6,50,3,"real",1,1.11389462142417,0.232031734944909,1.58180490694715e-06,TRUE,0.246039184648517,0.165819735287238
"VAST_GMRF",6,50,3,"false_1",0,-0.00627884361078207,0.164646744650743,0.969579851914227,FALSE,0.246039184648517,0.165819735287238
"VAST_GMRF",6,50,3,"false_2",0,-0.218945860953898,0.157778473099498,0.165234838177211,FALSE,0.246039184648517,0.165819735287238
"VAST_GMRF",6,50,3,"false_3",0,0.106168953842423,0.231515413515198,0.646533891990462,FALSE,0.246039184648517,0.165819735287238
"VAST_RSR",6,50,3,"real",1,1.11389462142478,0.232031734943504,1.5818049067251e-06,TRUE,0.246039184648517,0.165819735287193
"VAST_RSR",6,50,3,"false_1",0,-0.00627884362837121,0.164646744639926,0.969579851827054,FALSE,0.246039184648517,0.165819735287193
"VAST_RSR",6,50,3,"false_2",0,-0.218945860959655,0.157778473096089,0.165234838156962,FALSE,0.246039184648517,0.165819735287193
"VAST_RSR",6,50,3,"false_3",0,0.106168953829746,0.231515413505804,0.646533892016427,FALSE,0.246039184648517,0.165819735287193
"VAST_Selected",6,50,3,"real",1,1.07793525735336,0.220340119568023,9.97441968353385e-07,TRUE,0.252234132199929,0.170103309958075
"Covariate_Only",7,50,3,"real",1,1.80707412050413,0.171313123166553,9.51057674779846e-14,TRUE,0.226333508616914,0.165780532691484
"Covariate_Only",7,50,3,"false_1",0,-0.244348907683613,0.172224763816677,0.162852748368895,FALSE,0.226333508616914,0.165780532691484
"Covariate_Only",7,50,3,"false_2",0,-0.240965518089224,0.17156745003727,0.167036733457179,FALSE,0.226333508616914,0.165780532691484
"Covariate_Only",7,50,3,"false_3",0,0.17270270047762,0.15523433039304,0.271818848908505,FALSE,0.226333508616914,0.165780532691484
"VAST_GMRF",7,50,3,"real",1,1.80707412050394,0.171313123358718,0,TRUE,0.226333508616914,0.165780532691491
"VAST_GMRF",7,50,3,"false_1",0,-0.244348907683784,0.172224764009851,0.15596340741646,FALSE,0.226333508616914,0.165780532691491
"VAST_GMRF",7,50,3,"false_2",0,-0.240965518089287,0.171567450229659,0.160171686721193,FALSE,0.226333508616914,0.165780532691491
"VAST_GMRF",7,50,3,"false_3",0,0.172702700477634,0.155234330567128,0.265910752048122,FALSE,0.226333508616914,0.165780532691491
"VAST_RSR",7,50,3,"real",1,1.80707412050413,0.171313123358636,0,TRUE,0.226333508616914,0.165780532691484
"VAST_RSR",7,50,3,"false_1",0,-0.244348907683613,0.172224764009782,0.155963407416585,FALSE,0.226333508616914,0.165780532691484
"VAST_RSR",7,50,3,"false_2",0,-0.240965518089225,0.171567450229639,0.160171686721253,FALSE,0.226333508616914,0.165780532691484
"VAST_RSR",7,50,3,"false_3",0,0.17270270047762,0.155234330567095,0.265910752048058,FALSE,0.226333508616914,0.165780532691484
"VAST_Selected",7,50,3,"real",1,1.8031549742341,0.0775413806945215,0,TRUE,0.245113404436444,0.172130571473004
"Covariate_Only",8,50,3,"real",1,1.26835370920749,0.170730121117312,2.36532030451194e-09,TRUE,0.284740348111364,0.193028090707446
"Covariate_Only",8,50,3,"false_1",0,0.551145429785748,0.145499385926176,0.000448114375532865,TRUE,0.284740348111364,0.193028090707446
"Covariate_Only",8,50,3,"false_2",0,0.171790964375927,0.161155682647305,0.292112579117189,FALSE,0.284740348111364,0.193028090707446
"Covariate_Only",8,50,3,"false_3",0,-0.164084509309642,0.178355555266594,0.362485973357813,FALSE,0.284740348111364,0.193028090707446
"VAST_GMRF",8,50,3,"real",1,1.13186635806166,0.214889171713554,1.38512853409267e-07,TRUE,0.32617536369051,0.21931241813574
"VAST_GMRF",8,50,3,"false_1",0,0.168751896396458,0.307078705303155,0.582635224143843,FALSE,0.32617536369051,0.21931241813574
"VAST_GMRF",8,50,3,"false_2",0,-0.0503641870544881,0.24419720481653,0.836600387539353,FALSE,0.32617536369051,0.21931241813574
"VAST_GMRF",8,50,3,"false_3",0,-0.0370774625216365,0.214214762835064,0.862584247246421,FALSE,0.32617536369051,0.21931241813574
"VAST_RSR",8,50,3,"real",1,1.26835370920749,0.140758402283604,0,TRUE,0.284740348111364,0.193028090707445
"VAST_RSR",8,50,3,"false_1",0,0.551145429785748,0.119956929463792,4.33730607096727e-06,TRUE,0.284740348111364,0.193028090707445
"VAST_RSR",8,50,3,"false_2",0,0.171790964375927,0.132864759070671,0.196019308755804,FALSE,0.284740348111364,0.193028090707445
"VAST_RSR",8,50,3,"false_3",0,-0.164084509309642,0.147045189410255,0.264474309270668,FALSE,0.284740348111364,0.193028090707445
"VAST_Selected",8,50,3,"real",1,1.10630558946676,0.13372646476232,1.11022302462516e-16,TRUE,0.349501063296112,0.242805038309118
"Covariate_Only",9,50,3,"real",1,1.47942518006795,0.223046368706869,3.5771708687852e-08,TRUE,0.34098088189797,0.257169738743856
"Covariate_Only",9,50,3,"false_1",0,0.0353576308504685,0.356714752635435,0.921483092364897,FALSE,0.34098088189797,0.257169738743856
"Covariate_Only",9,50,3,"false_2",0,-0.174110221366576,0.24563665497401,0.482097230777228,FALSE,0.34098088189797,0.257169738743856
"Covariate_Only",9,50,3,"false_3",0,-0.105575636867311,0.33775402978445,0.756042686566863,FALSE,0.34098088189797,0.257169738743856
"VAST_GMRF",9,50,3,"real",1,1.23915173388443,0.331256409218872,0.000183462425244585,TRUE,0.379509343141961,0.306178951668685
"VAST_GMRF",9,50,3,"false_1",0,-0.438765981712512,0.358690816227569,0.221237979859012,FALSE,0.379509343141961,0.306178951668685
"VAST_GMRF",9,50,3,"false_2",0,0.0729873393230643,0.330482560491908,0.825208603933892,FALSE,0.379509343141961,0.306178951668685
"VAST_GMRF",9,50,3,"false_3",0,0.272812080243016,0.314780073372881,0.386120002293182,FALSE,0.379509343141961,0.306178951668685
"VAST_RSR",9,50,3,"real",1,1.47942518006795,0.111402925668205,0,TRUE,0.34098088189797,0.257169738743856
"VAST_RSR",9,50,3,"false_1",0,0.0353576308504686,0.17816504838428,0.84268958908529,FALSE,0.34098088189797,0.257169738743856
"VAST_RSR",9,50,3,"false_2",0,-0.174110221366576,0.122685888921236,0.155854001507705,FALSE,0.34098088189797,0.257169738743856
"VAST_RSR",9,50,3,"false_3",0,-0.10557563686731,0.16869490990756,0.531421391654151,FALSE,0.34098088189797,0.257169738743856
"VAST_Selected",9,50,3,"real",1,1.55832642789749,0.082220189122379,0,TRUE,0.343715839048349,0.257181273104282
"Covariate_Only",10,50,3,"real",1,0.722463512775155,0.154595007833311,2.70706866217109e-05,TRUE,0.28316429762625,0.20426425305777
"Covariate_Only",10,50,3,"false_1",0,0.0902252026077123,0.20159133546473,0.65661440736404,FALSE,0.28316429762625,0.20426425305777
"Covariate_Only",10,50,3,"false_2",0,-0.15998214617329,0.255432787691088,0.534270770381762,FALSE,0.28316429762625,0.20426425305777
"Covariate_Only",10,50,3,"false_3",0,0.532750915844267,0.222440950940566,0.020843166887308,TRUE,0.28316429762625,0.20426425305777
"VAST_GMRF",10,50,3,"real",1,0.543593853488062,0.274068169541719,0.0473198977813057,TRUE,0.319760721504442,0.260422908515436
"VAST_GMRF",10,50,3,"false_1",0,-0.215073461547416,0.269422800632652,0.424710975489494,FALSE,0.319760721504442,0.260422908515436
"VAST_GMRF",10,50,3,"false_2",0,-0.430367829976302,0.327659334018001,0.18902757876376,FALSE,0.319760721504442,0.260422908515436
"VAST_GMRF",10,50,3,"false_3",0,0.274691402741072,0.31621155453744,0.385013965945125,FALSE,0.319760721504442,0.260422908515436
"VAST_RSR",10,50,3,"real",1,0.722463512775155,0.108211879342305,2.44918529901383e-11,TRUE,0.28316429762625,0.20426425305777
"VAST_RSR",10,50,3,"false_1",0,0.0902252026077119,0.141107902354031,0.522559016381028,FALSE,0.28316429762625,0.20426425305777
"VAST_RSR",10,50,3,"false_2",0,-0.159982146173291,0.178795307746935,0.370905658443238,FALSE,0.28316429762625,0.20426425305777
"VAST_RSR",10,50,3,"false_3",0,0.532750915844267,0.155702009277828,0.000622524729913865,TRUE,0.28316429762625,0.20426425305777
"VAST_Selected",10,50,3,"real",1,0.857132610977366,0.109983270031017,6.55031584528842e-15,TRUE,0.303883078507225,0.217878381437182
"Covariate_Only",11,50,3,"real",1,1.07914552086226,0.209371796307505,5.49570083030809e-06,TRUE,0.271696795181064,0.169986322113163
"Covariate_Only",11,50,3,"false_1",0,-0.329948719669363,0.165988452830624,0.0529409931126784,FALSE,0.271696795181064,0.169986322113163
"Covariate_Only",11,50,3,"false_2",0,0.123881035095396,0.244608051159745,0.61501530808221,FALSE,0.271696795181064,0.169986322113163
"Covariate_Only",11,50,3,"false_3",0,0.111925509253912,0.275445420737433,0.686416114752232,FALSE,0.271696795181064,0.169986322113163
"VAST_GMRF",11,50,3,"real",1,1.06831675046346,0.243036935949719,1.10417827593468e-05,TRUE,0.272459812988972,0.17359506506879
"VAST_GMRF",11,50,3,"false_1",0,-0.268025377168747,0.195546980135902,0.170485828679059,FALSE,0.272459812988972,0.17359506506879
"VAST_GMRF",11,50,3,"false_2",0,0.0915515833639173,0.293494413938268,0.755088878056833,FALSE,0.272459812988972,0.17359506506879
"VAST_GMRF",11,50,3,"false_3",0,0.208473560142622,0.31141471558445,0.503214652420285,FALSE,0.272459812988972,0.17359506506879
"VAST_RSR",11,50,3,"real",1,1.07914552086226,0.175810224190308,8.34999847043605e-10,TRUE,0.271696795181064,0.169986322113163
"VAST_RSR",11,50,3,"false_1",0,-0.329948719669363,0.139381080068177,0.0179212196550058,TRUE,0.271696795181064,0.169986322113163
"VAST_RSR",11,50,3,"false_2",0,0.123881035095396,0.205398229711838,0.546424798636679,FALSE,0.271696795181064,0.169986322113163
"VAST_RSR",11,50,3,"false_3",0,0.111925509253912,0.231292475997665,0.628447388951941,FALSE,0.271696795181064,0.169986322113163
"VAST_Selected",11,50,3,"real",1,1.02319084674095,0.143420178653264,9.73443547991337e-13,TRUE,0.287298619313021,0.194179979063803
"Covariate_Only",12,50,3,"real",1,1.77040139950674,0.280690218983852,1.09079526801643e-07,TRUE,0.313762105238359,0.223919077526687
"Covariate_Only",12,50,3,"false_1",0,0.290651632807265,0.277340211380134,0.300236454416266,FALSE,0.313762105238359,0.223919077526687
"Covariate_Only",12,50,3,"false_2",0,0.180407360402661,0.217753833818459,0.411764564883278,FALSE,0.313762105238359,0.223919077526687
"Covariate_Only",12,50,3,"false_3",0,-0.0728580248501082,0.253316562096317,0.774960744197258,FALSE,0.313762105238359,0.223919077526687
"VAST_GMRF",12,50,3,"real",1,1.22261980625019,0.304459193527186,5.92671158377023e-05,TRUE,0.342538777580814,0.240420626297664
"VAST_GMRF",12,50,3,"false_1",0,0.220871246038258,0.27902112088358,0.42859786281209,FALSE,0.342538777580814,0.240420626297664
"VAST_GMRF",12,50,3,"false_2",0,0.390834186442499,0.256882963557032,0.128147338611413,FALSE,0.342538777580814,0.240420626297664
"VAST_GMRF",12,50,3,"false_3",0,0.220622571909854,0.264162174770972,0.403617206703879,FALSE,0.342538777580814,0.240420626297664
"VAST_RSR",12,50,3,"real",1,1.77040139950674,0.212570382059227,1.11022302462516e-16,TRUE,0.313762105238359,0.223919077526687
"VAST_RSR",12,50,3,"false_1",0,0.290651632807265,0.210033377389803,0.166408846298268,FALSE,0.313762105238359,0.223919077526687
"VAST_RSR",12,50,3,"false_2",0,0.180407360402661,0.164907832617831,0.273959787996922,FALSE,0.313762105238359,0.223919077526687
"VAST_RSR",12,50,3,"false_3",0,-0.0728580248501084,0.191839952890706,0.70410467598068,FALSE,0.313762105238359,0.223919077526687
"VAST_Selected",12,50,3,"real",1,1.63209577215113,0.165249330107036,0,TRUE,0.319795282577119,0.22172284843871
"Covariate_Only",13,50,3,"real",1,1.33790217814398,0.179647657474147,2.22242204686188e-09,TRUE,0.255600288583331,0.224185164640983
"Covariate_Only",13,50,3,"false_1",0,-0.0793848220603919,0.282711860668339,0.780152637605029,FALSE,0.255600288583331,0.224185164640983
"Covariate_Only",13,50,3,"false_2",0,-0.184157414370298,0.216474408739552,0.399433365972939,FALSE,0.255600288583331,0.224185164640983
"Covariate_Only",13,50,3,"false_3",0,0.548435146197683,0.223917540981327,0.0182724696934927,TRUE,0.255600288583331,0.224185164640983
"VAST_GMRF",13,50,3,"real",1,1.1106606227464,0.3361724024752,0.000953694435793961,TRUE,0.263032967438807,0.239824681608004
"VAST_GMRF",13,50,3,"false_1",0,-0.114291051462778,0.351794253565265,0.745271605144886,FALSE,0.263032967438807,0.239824681608004
"VAST_GMRF",13,50,3,"false_2",0,-0.237581471468473,0.308071407628805,0.440594546450992,FALSE,0.263032967438807,0.239824681608004
"VAST_GMRF",13,50,3,"false_3",0,0.341740315368419,0.347674768788011,0.325641389170873,FALSE,0.263032967438807,0.239824681608004
"VAST_RSR",13,50,3,"real",1,1.33790217814398,0.136238080526874,0,TRUE,0.255600288583331,0.224185164640983
"VAST_RSR",13,50,3,"false_1",0,-0.0793848220603918,0.214398126761984,0.711182618204881,FALSE,0.255600288583331,0.224185164640983
"VAST_RSR",13,50,3,"false_2",0,-0.184157414370298,0.164166114629748,0.261958193157279,FALSE,0.255600288583331,0.224185164640983
"VAST_RSR",13,50,3,"false_3",0,0.548435146197683,0.169810708408395,0.00123926551605846,TRUE,0.255600288583331,0.224185164640983
"VAST_Selected",13,50,3,"real",1,1.33562738428049,0.138868650161849,0,TRUE,0.272573285746489,0.252479383558129
"Covariate_Only",14,50,3,"real",1,1.07551834668795,0.218354739681679,1.17820168828181e-05,TRUE,0.250279021244839,0.177430962807061
"Covariate_Only",14,50,3,"false_1",0,-0.387008963042216,0.21718990447481,0.0815155530365325,FALSE,0.250279021244839,0.177430962807061
"Covariate_Only",14,50,3,"false_2",0,0.331733295296215,0.132576904470515,0.0160446856656825,TRUE,0.250279021244839,0.177430962807061
"Covariate_Only",14,50,3,"false_3",0,0.097581300127467,0.181694090753846,0.593869365590716,FALSE,0.250279021244839,0.177430962807061
"VAST_GMRF",14,50,3,"real",1,0.966744250793834,0.217415937589885,8.72726648437627e-06,TRUE,0.259732031744814,0.183048083584328
"VAST_GMRF",14,50,3,"false_1",0,-0.0227363485562438,0.22792973745712,0.920541559843174,FALSE,0.259732031744814,0.183048083584328
"VAST_GMRF",14,50,3,"false_2",0,0.353564841868024,0.190650419779061,0.0636649324475853,FALSE,0.259732031744814,0.183048083584328
"VAST_GMRF",14,50,3,"false_3",0,0.0370130599051625,0.212985330369911,0.862036631562008,FALSE,0.259732031744814,0.183048083584328
"VAST_RSR",14,50,3,"real",1,1.07551834668795,0.183165221968583,4.30963742470425e-09,TRUE,0.250279021244839,0.177430962807061
"VAST_RSR",14,50,3,"false_1",0,-0.387008963042216,0.182188108764931,0.0336511374875138,TRUE,0.250279021244839,0.177430962807061
"VAST_RSR",14,50,3,"false_2",0,0.331733295296215,0.11121113363809,0.00285517808237523,TRUE,0.250279021244839,0.177430962807061
"VAST_RSR",14,50,3,"false_3",0,0.0975813001274672,0.152412713879369,0.522014089961073,FALSE,0.250279021244839,0.177430962807061
"VAST_Selected",14,50,3,"real",1,1.16425614587639,0.168900116489315,5.45652412142772e-12,TRUE,0.275884590282799,0.185819474308767
"Covariate_Only",15,50,3,"real",1,0.938555725675993,0.16169701602041,6.08798228334094e-07,TRUE,0.210295355721274,0.185449872853967
"Covariate_Only",15,50,3,"false_1",0,0.319571467467555,0.138291289233324,0.0254792937816173,TRUE,0.210295355721274,0.185449872853967
"Covariate_Only",15,50,3,"false_2",0,0.287316049061712,0.154540995352786,0.0695510877807078,FALSE,0.210295355721274,0.185449872853967
"Covariate_Only",15,50,3,"false_3",0,0.169707343404264,0.178638598974934,0.34718489324442,FALSE,0.210295355721274,0.185449872853967
"VAST_GMRF",15,50,3,"real",1,0.997314458144344,0.177921067287642,2.078035010733e-08,TRUE,0.211473486649243,0.190072194460807
"VAST_GMRF",15,50,3,"false_1",0,0.313420050410326,0.170728847060745,0.0663906793211135,FALSE,0.211473486649243,0.190072194460807
"VAST_GMRF",15,50,3,"false_2",0,0.373332515864231,0.190371645594709,0.0498706170659806,TRUE,0.211473486649243,0.190072194460807
"VAST_GMRF",15,50,3,"false_3",0,0.170058651450574,0.230305364250753,0.460268327098069,FALSE,0.211473486649243,0.190072194460807
"VAST_RSR",15,50,3,"real",1,0.938555725675992,1.93990901416275e-05,0,TRUE,0.210295355721274,0.185449872853967
"VAST_RSR",15,50,3,"false_1",0,0.319571467467555,1.65910617998077e-05,0,TRUE,0.210295355721274,0.185449872853967
"VAST_RSR",15,50,3,"false_2",0,0.287316049061712,1.85405691039289e-05,0,TRUE,0.210295355721274,0.185449872853967
"VAST_RSR",15,50,3,"false_3",0,0.169707343404264,2.14316031895812e-05,0,TRUE,0.210295355721274,0.185449872853967
"VAST_Selected",15,50,3,"real",1,1.0245200897194,0.0194170226993701,0,TRUE,0.222784605815973,0.203859229752761
"VAST_Selected",15,50,3,"false_1",0,0.160795345296434,0.0180058010768057,0,TRUE,0.222784605815973,0.203859229752761
"Covariate_Only",16,50,3,"real",1,1.63181165506266,0.154282077616192,8.71761248595398e-14,TRUE,0.300648838229327,0.236834312840149
"Covariate_Only",16,50,3,"false_1",0,-0.367320849329313,0.237826238802869,0.129473209736615,FALSE,0.300648838229327,0.236834312840149
"Covariate_Only",16,50,3,"false_2",0,-0.0517064355963342,0.233144456095372,0.825489692092855,FALSE,0.300648838229327,0.236834312840149
"Covariate_Only",16,50,3,"false_3",0,0.88503820954454,0.24505571875403,0.00076264414707414,TRUE,0.300648838229327,0.236834312840149
"VAST_GMRF",16,50,3,"real",1,1.22556154242444,0.280582970107987,1.25440381076869e-05,TRUE,0.3448744578916,0.274471729349722
"VAST_GMRF",16,50,3,"false_1",0,-0.390735222390184,0.286989374156914,0.173356625445849,FALSE,0.3448744578916,0.274471729349722
"VAST_GMRF",16,50,3,"false_2",0,-0.129890004385005,0.288395766819593,0.652430666688243,FALSE,0.3448744578916,0.274471729349722
"VAST_GMRF",16,50,3,"false_3",0,0.403734568588387,0.316656577603223,0.202312112272252,FALSE,0.3448744578916,0.274471729349722
"VAST_RSR",16,50,3,"real",1,1.63181165506266,0.071229459951062,0,TRUE,0.300648838229327,0.236834312840149
"VAST_RSR",16,50,3,"false_1",0,-0.367320849329313,0.109800404647538,0.000821786193763607,TRUE,0.300648838229327,0.236834312840149
"VAST_RSR",16,50,3,"false_2",0,-0.051706435596334,0.107638903720043,0.630964748894144,FALSE,0.300648838229327,0.236834312840149
"VAST_RSR",16,50,3,"false_3",0,0.88503820954454,0.113138134866139,5.21804821573824e-15,TRUE,0.300648838229327,0.236834312840149
"VAST_Selected",16,50,3,"real",1,1.69938114304648,0.0344178592795148,0,TRUE,0.355562161115709,0.307056099400029
"Covariate_Only",17,50,3,"real",1,1.20382364401662,0.195990243056132,1.91940298965156e-07,TRUE,0.241344926893877,0.186105706824796
"Covariate_Only",17,50,3,"false_1",0,0.319454262800284,0.191270356625053,0.101827967700409,FALSE,0.241344926893877,0.186105706824796
"Covariate_Only",17,50,3,"false_2",0,0.0356325390999785,0.242773947200992,0.883967180486301,FALSE,0.241344926893877,0.186105706824796
"Covariate_Only",17,50,3,"false_3",0,0.070765835556607,0.1656664675008,0.671300892514827,FALSE,0.241344926893877,0.186105706824796
"VAST_GMRF",17,50,3,"real",1,1.18053458472414,0.228156678716951,2.28855716599696e-07,TRUE,0.241968031299306,0.185770903341122
"VAST_GMRF",17,50,3,"false_1",0,0.266540621585678,0.206349464918589,0.196462706596868,FALSE,0.241968031299306,0.185770903341122
"VAST_GMRF",17,50,3,"false_2",0,-0.0495021167590683,0.266166538456058,0.852459078492814,FALSE,0.241968031299306,0.185770903341122
"VAST_GMRF",17,50,3,"false_3",0,0.0626665497304003,0.204458570676557,0.759223987956923,FALSE,0.241968031299306,0.185770903341122
"VAST_RSR",17,50,3,"real",1,1.20382364401662,3.38394829461164e-05,0,TRUE,0.241344926893877,0.186105706824796
"VAST_RSR",17,50,3,"false_1",0,0.319454262800284,3.30245519888322e-05,0,TRUE,0.241344926893877,0.186105706824796
"VAST_RSR",17,50,3,"false_2",0,0.0356325390999784,4.19171113723067e-05,0,TRUE,0.241344926893877,0.186105706824796
"VAST_RSR",17,50,3,"false_3",0,0.0707658355566069,2.86038096301104e-05,0,TRUE,0.241344926893877,0.186105706824796
"VAST_Selected",17,50,3,"real",1,1.11084560156309,2.35107972550066e-06,0,TRUE,0.248986565998222,0.194054282285636
"Covariate_Only",18,50,3,"real",1,0.954076431353892,0.231652117423515,0.000160969897251038,TRUE,0.250809942018291,0.190861570121638
"Covariate_Only",18,50,3,"false_1",0,0.0384860590421687,0.211432286759911,0.856380253972573,FALSE,0.250809942018291,0.190861570121638
"Covariate_Only",18,50,3,"false_2",0,-0.627551031320941,0.213980209492341,0.00526794684998834,TRUE,0.250809942018291,0.190861570121638
"Covariate_Only",18,50,3,"false_3",0,-0.136936479976338,0.231828518581963,0.557689968038993,FALSE,0.250809942018291,0.190861570121638
"VAST_GMRF",18,50,3,"real",1,1.28601445624772,0.236236168136109,5.21656937646497e-08,TRUE,0.281717448507194,0.239744537820086
"VAST_GMRF",18,50,3,"false_1",0,0.0473923212063978,0.218124900918324,0.827996777729834,FALSE,0.281717448507194,0.239744537820086
"VAST_GMRF",18,50,3,"false_2",0,-0.320752402900058,0.234454518265028,0.171287215736472,FALSE,0.281717448507194,0.239744537820086
"VAST_GMRF",18,50,3,"false_3",0,-0.295626287431339,0.233469422690893,0.205430289458391,FALSE,0.281717448507194,0.239744537820086
"VAST_RSR",18,50,3,"real",1,0.954076431353892,0.19295221862852,7.62904403428522e-07,TRUE,0.250809942018291,0.190861570121638
"VAST_RSR",18,50,3,"false_1",0,0.038486059042169,0.176110321260052,0.827013220232086,FALSE,0.250809942018291,0.190861570121638
"VAST_RSR",18,50,3,"false_2",0,-0.627551031320941,0.178232586964265,0.000429976357309569,TRUE,0.250809942018291,0.190861570121638
"VAST_RSR",18,50,3,"false_3",0,-0.136936479976338,0.193099150136291,0.478230698277933,FALSE,0.250809942018291,0.190861570121638
"VAST_Selected",18,50,3,"real",1,0.782828114810022,0.114132643027525,6.93767265858014e-12,TRUE,0.274883717187507,0.212325366835975
"Covariate_Only",19,50,3,"real",1,1.39099222031759,0.206746798496029,2.58240799902622e-08,TRUE,0.231509177326343,0.148554245842589
"Covariate_Only",19,50,3,"false_1",0,0.0373955168108332,0.141738146919788,0.793111381603761,FALSE,0.231509177326343,0.148554245842589
"Covariate_Only",19,50,3,"false_2",0,-0.219518456610147,0.202202112225784,0.283420549829532,FALSE,0.231509177326343,0.148554245842589
"Covariate_Only",19,50,3,"false_3",0,0.0447150706424408,0.196408714989219,0.820939200357042,FALSE,0.231509177326343,0.148554245842589
"VAST_GMRF",19,50,3,"real",1,1.23649642278306,0.206903845211375,2.28418395309404e-09,TRUE,0.234388056807761,0.156039759845717
"VAST_GMRF",19,50,3,"false_1",0,0.0213519468030931,0.155233445942622,0.890598180288023,FALSE,0.234388056807761,0.156039759845717
"VAST_GMRF",19,50,3,"false_2",0,-0.0229478439655831,0.205389660682394,0.911038815184048,FALSE,0.234388056807761,0.156039759845717
"VAST_GMRF",19,50,3,"false_3",0,0.0340754329921657,0.220832816002489,0.877369878770764,FALSE,0.234388056807761,0.156039759845717
"VAST_RSR",19,50,3,"real",1,1.39099222031759,3.86931158141406e-05,0,TRUE,0.231509177326343,0.148554245842589
"VAST_RSR",19,50,3,"false_1",0,0.0373955168108333,2.65266043969932e-05,0,TRUE,0.231509177326343,0.148554245842589
